"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"","3753908","29/07/2025","29/07/2025","Cash","0","","70001","",""
"909760","3753908","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"238804","3753908","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753909","29/07/2025","29/07/2025","Cash","0","","70001","",""
"238806","3753909","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909761","3753909","29/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3753916","29/07/2025","29/07/2025","Credit card","1600","","70100","",""
"909767","3753916","29/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3754089","30/07/2025","30/07/2025","Credit card","650","","70100","",""
"238861","3754089","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909801","3754089","30/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3754092","30/07/2025","30/07/2025","Credit card","650","","70100","",""
"238863","3754092","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909802","3754092","30/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3754094","30/07/2025","30/07/2025","Credit card","1460","","70100","",""
"909804","3754094","30/07/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"909803","3754094","30/07/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3754108","30/07/2025","30/07/2025","Credit card","680","","70100","",""
"909836","3754108","30/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3754114","30/07/2025","30/07/2025","Cash","0","","70001","",""
"909876","3754114","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909875","3754114","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909877","3754114","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909872","3754114","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"909873","3754114","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3754116","30/07/2025","30/07/2025","CustomPayment","8400","","79991","",""
"909879","3754116","30/07/2025","","מנוי לעונת 2025/2026","","4200","","4240",""
"909880","3754116","30/07/2025","","מנוי לעונת 2025/2026","","4200","","4240",""
"70744","3754116","30/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3754122","30/07/2025","30/07/2025","CustomPayment","40000","","79991","",""
"909885","3754122","30/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909883","3754122","30/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"909884","3754122","30/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"","3754123","30/07/2025","30/07/2025","CustomPayment","40000","","79991","",""
"909888","3754123","30/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"909886","3754123","30/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"909887","3754123","30/07/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"","3754126","30/07/2025","30/07/2025","Credit card","950","","70100","",""
"909889","3754126","30/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3754128","30/07/2025","30/07/2025","Credit card","680","","70100","",""
"909890","3754128","30/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3754136","30/07/2025","30/07/2025","Credit card","2300","","70100","",""
"909899","3754136","30/07/2025","","מנוי לעונת 2025/2026","","1400","","4240",""
"909900","3754136","30/07/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"","3754152","30/07/2025","30/07/2025","Credit card","680","","70100","",""
"909943","3754152","30/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3754154","30/07/2025","30/07/2025","Credit card","680","","70100","",""
"909945","3754154","30/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3754156","30/07/2025","30/07/2025","Credit card","840","","70100","",""
"909947","3754156","30/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3754162","30/07/2025","30/07/2025","Other Payment","0","","Other","",""
"909956","3754162","30/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3754296","31/07/2025","31/07/2025","Other Payment","0","","Other","",""
"910170","3754296","31/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3754298","31/07/2025","31/07/2025","Credit card","320","","70100","",""
"910173","3754298","31/07/2025","","מנוי לעונת 2025/2026","","320","","4240",""
"238900","3754298","31/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3754299","31/07/2025","31/07/2025","Other Payment","0","","Other","",""
"910169","3754299","31/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3754301","31/07/2025","31/07/2025","Credit card","2700","","70100","",""
"910177","3754301","31/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"910178","3754301","31/07/2025","","מנוי לעונת 2025/2026","","1400","","4240",""
"","3754302","31/07/2025","31/07/2025","Credit card","350","","70100","",""
"238902","3754302","31/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"910174","3754302","31/07/2025","","מנוי לעונת 2025/2026","","350","","4240",""
"","3754310","31/07/2025","31/07/2025","CustomPayment","50000","","79991","",""
"910195","3754310","31/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"910199","3754310","31/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"910194","3754310","31/07/2025","","מנוי לעונת 2025/2026","","22500","","4240",""
"910193","3754310","31/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"910197","3754310","31/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"910192","3754310","31/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"910200","3754310","31/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"910196","3754310","31/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"910198","3754310","31/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"70779","3754310","31/07/2025","","פרסום: לד עליון 25/26","","5000","","4118",""
"70778","3754310","31/07/2025","","פרסום: לד תחתון 25/26","","5000","","4118",""
"70780","3754310","31/07/2025","","פרסום: מסך לד בסיס סל 25/26","","5000","","4118",""
"70777","3754310","31/07/2025","","פרסום: שקופית ג'מבו 25/26","","5000","","4118",""
